dep;jour;hosp;rea;dc;rad
45;25/08/2020;7;3;0;1
46;25/08/2020;0;0;0;0
47;25/08/2020;1;0;0;2
48;25/08/2020;0;0;0;0
49;25/08/2020;4;1;0;7
50;25/08/2020;0;0;0;0
51;25/08/2020;1;1;3;1
52;25/08/2020;0;0;0;0
53;25/08/2020;0;0;0;6
54;25/08/2020;0;0;0;0
55;25/08/2020;0;0;0;0
56;25/08/2020;0;0;0;1
57;25/08/2020;1;0;3;1
58;25/08/2020;1;0;0;0
59;25/08/2020;3;1;0;9
60;25/08/2020;1;0;1;2
61;25/08/2020;0;0;0;2
62;25/08/2020;2;2;0;1
63;25/08/2020;0;0;0;0
64;25/08/2020;1;0;0;2
65;25/08/2020;4;0;0;2
66;25/08/2020;0;0;0;1
67;25/08/2020;9;1;7;22
68;25/08/2020;8;1;2;23
69;25/08/2020;17;2;1;7
70;25/08/2020;0;0;0;0
71;25/08/2020;1;0;0;2
72;25/08/2020;0;0;0;5
73;25/08/2020;3;0;0;2
74;25/08/2020;3;0;1;2
75;25/08/2020;16;2;1;17
76;25/08/2020;3;0;0;3
77;25/08/2020;8;1;0;9
78;25/08/2020;2;2;0;1
79;25/08/2020;0;0;0;1
80;25/08/2020;1;0;0;0
81;25/08/2020;3;0;0;0
82;25/08/2020;0;0;0;0
83;25/08/2020;6;2;0;9
84;25/08/2020;0;0;0;0
85;25/08/2020;4;0;0;0
86;25/08/2020;1;0;0;0
87;25/08/2020;1;0;0;1
88;25/08/2020;1;0;0;0
89;25/08/2020;0;0;0;2
90;25/08/2020;0;0;0;1
91;25/08/2020;2;1;0;0
92;25/08/2020;13;3;0;5
93;25/08/2020;8;1;1;34
94;25/08/2020;13;3;0;21
95;25/08/2020;1;1;0;2
971;25/08/2020;5;3;0;3
972;25/08/2020;0;0;0;0
973;25/08/2020;9;2;0;13
974;25/08/2020;5;2;0;4
976;25/08/2020;2;1;0;0
1;26/08/2020;0;0;0;1
2;26/08/2020;1;0;0;0
3;26/08/2020;2;0;0;0
4;26/08/2020;0;0;0;0
5;26/08/2020;0;0;1;1
6;26/08/2020;17;0;0;9
7;26/08/2020;1;0;0;1
8;26/08/2020;0;0;0;0
9;26/08/2020;0;0;0;0
10;26/08/2020;0;0;0;1
11;26/08/2020;0;0;0;0
12;26/08/2020;0;0;0;0
13;26/08/2020;33;4;1;30
14;26/08/2020;0;0;0;3
15;26/08/2020;0;0;0;0
16;26/08/2020;0;0;0;0
17;26/08/2020;0;0;0;0
18;26/08/2020;0;0;0;0
19;26/08/2020;0;0;0;0
21;26/08/2020;0;0;0;2
22;26/08/2020;0;0;0;0
23;26/08/2020;0;0;0;0
24;26/08/2020;0;0;0;0
25;26/08/2020;0;0;0;0
26;26/08/2020;0;0;0;0
27;26/08/2020;0;0;0;0
28;26/08/2020;1;0;0;0
29;26/08/2020;0;0;0;1
2A;26/08/2020;0;0;0;0
2B;26/08/2020;0;0;0;0
30;26/08/2020;2;0;0;2
31;26/08/2020;10;1;0;4
32;26/08/2020;0;0;0;0
33;26/08/2020;2;0;1;1
34;26/08/2020;3;1;0;1
35;26/08/2020;0;0;0;1
36;26/08/2020;0;0;0;0
37;26/08/2020;0;0;0;0
38;26/08/2020;5;1;0;3
39;26/08/2020;0;0;0;0
40;26/08/2020;0;0;0;0
41;26/08/2020;0;0;1;1
42;26/08/2020;0;0;0;0
43;26/08/2020;0;0;0;0
44;26/08/2020;1;0;0;2
45;26/08/2020;0;0;0;4
46;26/08/2020;0;0;0;0
47;26/08/2020;0;0;0;1
48;26/08/2020;0;0;0;0
49;26/08/2020;0;0;0;2
50;26/08/2020;1;0;0;0
51;26/08/2020;1;0;0;0
52;26/08/2020;0;0;0;3
53;26/08/2020;1;0;1;1
54;26/08/2020;1;0;0;1
55;26/08/2020;0;0;0;0
56;26/08/2020;2;0;0;1
57;26/08/2020;1;0;0;3
58;26/08/2020;0;0;0;0
59;26/08/2020;4;1;0;4
60;26/08/2020;0;0;0;0
61;26/08/2020;0;0;0;0
62;26/08/2020;0;0;0;0
63;26/08/2020;0;0;0;0
64;26/08/2020;0;0;0;0
65;26/08/2020;0;0;0;0
66;26/08/2020;2;1;0;1
67;26/08/2020;7;0;1;12
68;26/08/2020;1;0;0;3
69;26/08/2020;9;0;0;8
70;26/08/2020;0;0;0;0
71;26/08/2020;0;0;0;0
72;26/08/2020;2;1;0;1
73;26/08/2020;1;1;0;0
74;26/08/2020;0;0;0;0
75;26/08/2020;15;3;2;24
76;26/08/2020;1;0;0;0
77;26/08/2020;3;1;0;3
78;26/08/2020;9;1;2;16
79;26/08/2020;0;0;0;0
80;26/08/2020;0;0;0;0
81;26/08/2020;0;0;0;3
82;26/08/2020;0;0;0;0
83;26/08/2020;5;0;0;1
84;26/08/2020;0;0;0;0
85;26/08/2020;0;0;0;1
86;26/08/2020;0;0;0;0
87;26/08/2020;0;0;0;0
88;26/08/2020;1;0;0;1
89;26/08/2020;1;0;0;2
90;26/08/2020;0;0;0;0
91;26/08/2020;3;1;1;5
92;26/08/2020;7;1;6;19
93;26/08/2020;5;1;0;16
94;26/08/2020;19;0;1;17
95;26/08/2020;4;1;1;4
971;26/08/2020;5;0;0;0
972;26/08/2020;5;0;0;2
973;26/08/2020;14;0;0;15
974;26/08/2020;6;1;0;2
976;26/08/2020;1;0;0;2
1;27/08/2020;1;0;0;0
2;27/08/2020;0;0;0;3
3;27/08/2020;0;0;0;0
4;27/08/2020;1;0;0;3
5;27/08/2020;0;0;0;0
6;27/08/2020;6;1;0;10
7;27/08/2020;4;0;0;1
8;27/08/2020;0;0;0;0
9;27/08/2020;0;0;0;0
10;27/08/2020;2;0;0;3
11;27/08/2020;0;0;0;1
12;27/08/2020;0;0;0;0
13;27/08/2020;26;6;0;22
14;27/08/2020;0;0;0;1
15;27/08/2020;0;0;0;0
16;27/08/2020;0;0;0;0
17;27/08/2020;0;0;0;0
18;27/08/2020;0;0;0;1
19;27/08/2020;0;0;0;0
21;27/08/2020;3;0;0;1
22;27/08/2020;1;0;0;1
23;27/08/2020;0;0;0;0
24;27/08/2020;0;0;0;0
25;27/08/2020;1;0;0;0
26;27/08/2020;0;0;0;0
27;27/08/2020;0;0;0;0
28;27/08/2020;0;0;0;1
29;27/08/2020;1;1;0;0
2A;27/08/2020;0;0;0;0
2B;27/08/2020;1;0;0;2
30;27/08/2020;7;3;0;2
31;27/08/2020;5;0;1;2
32;27/08/2020;1;0;0;0
33;27/08/2020;2;1;0;3
34;27/08/2020;7;0;0;2
35;27/08/2020;1;0;0;0
36;27/08/2020;0;0;0;1
37;27/08/2020;0;0;0;1
38;27/08/2020;2;0;0;1
39;27/08/2020;0;0;0;0
40;27/08/2020;0;0;0;0
41;27/08/2020;0;0;0;1
42;27/08/2020;1;0;0;2
43;27/08/2020;0;0;0;0
44;27/08/2020;5;1;0;5
45;27/08/2020;0;1;0;1
46;27/08/2020;0;0;0;0
47;27/08/2020;1;1;0;1
48;27/08/2020;0;0;0;0
49;27/08/2020;1;0;0;1
50;27/08/2020;0;0;0;1
51;27/08/2020;4;0;0;1
52;27/08/2020;1;0;0;8
53;27/08/2020;1;0;0;2
54;27/08/2020;3;0;0;1
55;27/08/2020;0;0;0;0
56;27/08/2020;1;0;0;0
57;27/08/2020;0;0;2;0
58;27/08/2020;0;0;0;0
59;27/08/2020;13;0;2;12
60;27/08/2020;0;0;0;0
61;27/08/2020;0;0;0;0
62;27/08/2020;1;0;1;1
63;27/08/2020;1;0;0;0
64;27/08/2020;0;0;0;1
65;27/08/2020;0;0;0;0
66;27/08/2020;0;0;1;1
67;27/08/2020;3;0;0;9
68;27/08/2020;3;1;0;2
69;27/08/2020;15;1;0;7
70;27/08/2020;0;0;0;0
71;27/08/2020;0;0;0;0
72;27/08/2020;0;0;0;3
73;27/08/2020;1;0;0;0
74;27/08/2020;3;0;0;2
75;27/08/2020;5;1;0;6
76;27/08/2020;0;0;0;0
77;27/08/2020;0;0;1;4
78;27/08/2020;17;0;1;4
79;27/08/2020;0;0;0;0
80;27/08/2020;0;0;0;0
81;27/08/2020;1;0;0;1
82;27/08/2020;0;0;0;0
83;27/08/2020;8;1;1;20
84;27/08/2020;4;1;0;1
85;27/08/2020;0;0;0;0
86;27/08/2020;0;0;0;0
87;27/08/2020;0;0;0;0
88;27/08/2020;1;0;0;0
89;27/08/2020;0;0;0;0
90;27/08/2020;1;0;0;1
91;27/08/2020;6;0;3;19
92;27/08/2020;4;0;0;5
93;27/08/2020;14;4;0;13
94;27/08/2020;5;3;1;6
95;27/08/2020;2;1;0;4
971;27/08/2020;2;0;0;1
972;27/08/2020;0;0;0;0
973;27/08/2020;9;1;1;9
974;27/08/2020;16;3;0;5
976;27/08/2020;0;0;0;2
1;28/08/2020;1;0;0;0
2;28/08/2020;3;0;2;2
3;28/08/2020;1;0;0;3
4;28/08/2020;0;0;0;0
5;28/08/2020;1;0;0;0
6;28/08/2020;6;3;0;7
7;28/08/2020;2;0;0;1
8;28/08/2020;0;0;0;0
9;28/08/2020;1;1;0;0
10;28/08/2020;0;0;0;0
11;28/08/2020;1;0;0;1
12;28/08/2020;0;0;0;0
13;28/08/2020;26;1;0;18
14;28/08/2020;0;0;0;0
15;28/08/2020;0;0;0;0
16;28/08/2020;0;0;0;0
17;28/08/2020;0;0;0;0
18;28/08/2020;0;0;0;0
19;28/08/2020;0;0;0;0
21;28/08/2020;0;0;0;0
22;28/08/2020;0;0;0;1
23;28/08/2020;0;0;0;0
24;28/08/2020;2;0;0;0
25;28/08/2020;0;0;0;0
26;28/08/2020;1;0;0;0
27;28/08/2020;1;0;0;0
28;28/08/2020;1;0;0;0
29;28/08/2020;2;0;0;0
2A;28/08/2020;0;0;0;0
2B;28/08/2020;1;0;0;0
30;28/08/2020;0;0;0;0
31;28/08/2020;5;0;1;4
32;28/08/2020;2;0;0;0
33;28/08/2020;4;1;0;2
34;28/08/2020;12;2;0;3
35;28/08/2020;0;0;0;0
36;28/08/2020;0;0;0;0
37;28/08/2020;0;0;0;0
38;28/08/2020;1;1;0;0
39;28/08/2020;1;0;0;0
40;28/08/2020;0;0;0;0
41;28/08/2020;0;0;0;0
42;28/08/2020;1;0;0;1
43;28/08/2020;0;0;0;0
44;28/08/2020;0;0;2;0
45;28/08/2020;3;0;0;4
46;28/08/2020;0;0;0;0
47;28/08/2020;0;0;1;0
48;28/08/2020;0;0;0;0
49;28/08/2020;1;0;0;0
50;28/08/2020;0;0;0;1
51;28/08/2020;1;0;0;0
52;28/08/2020;0;0;0;1
53;28/08/2020;3;0;0;0
54;28/08/2020;1;0;0;3
55;28/08/2020;0;0;0;0
56;28/08/2020;0;0;0;0
57;28/08/2020;0;0;0;2
58;28/08/2020;0;0;0;0
59;28/08/2020;6;0;0;7
60;28/08/2020;1;0;0;9
61;28/08/2020;0;0;0;0
62;28/08/2020;2;0;0;5
63;28/08/2020;0;0;0;1
64;28/08/2020;2;0;0;0
65;28/08/2020;1;0;0;1
66;28/08/2020;1;0;0;0
67;28/08/2020;11;1;4;10
68;28/08/2020;3;0;0;0
69;28/08/2020;16;3;0;2
70;28/08/2020;0;0;0;0
71;28/08/2020;1;0;0;0
72;28/08/2020;1;0;0;1
73;28/08/2020;0;1;0;0
74;28/08/2020;2;0;1;2
75;28/08/2020;19;5;1;11
76;28/08/2020;4;0;1;1
77;28/08/2020;4;1;0;6
78;28/08/2020;4;0;0;5
79;28/08/2020;0;0;0;0
80;28/08/2020;0;0;0;0
81;28/08/2020;1;0;0;2
82;28/08/2020;0;0;0;0
83;28/08/2020;3;0;0;2
84;28/08/2020;4;0;0;1
85;28/08/2020;0;0;0;0
86;28/08/2020;0;0;0;0
87;28/08/2020;0;0;0;0
88;28/08/2020;0;0;0;0
89;28/08/2020;1;0;0;0
90;28/08/2020;1;0;0;0
91;28/08/2020;14;1;3;23
92;28/08/2020;7;2;1;19
93;28/08/2020;7;1;0;7
94;28/08/2020;9;3;1;10
95;28/08/2020;2;0;0;1
971;28/08/2020;1;0;0;1
972;28/08/2020;1;1;0;2
973;28/08/2020;19;2;1;18
974;28/08/2020;6;2;0;3
976;28/08/2020;2;0;0;0
1;29/08/2020;0;0;0;0
2;29/08/2020;1;0;0;0
3;29/08/2020;0;0;0;0
4;29/08/2020;3;0;0;0
5;29/08/2020;1;0;0;0
6;29/08/2020;3;0;0;3
7;29/08/2020;0;1;1;1
8;29/08/2020;0;0;0;0
9;29/08/2020;0;0;0;0
10;29/08/2020;0;0;0;2
11;29/08/2020;0;0;0;1
12;29/08/2020;0;0;0;0
13;29/08/2020;30;2;0;19
14;29/08/2020;0;0;0;0
15;29/08/2020;0;0;0;0
16;29/08/2020;0;0;0;0
17;29/08/2020;0;0;0;0
18;29/08/2020;1;0;0;1
19;29/08/2020;0;0;0;0
21;29/08/2020;0;0;0;0
22;29/08/2020;1;0;0;0
23;29/08/2020;0;0;0;0
24;29/08/2020;0;0;0;0
25;29/08/2020;0;0;0;0
26;29/08/2020;0;0;0;0
27;29/08/2020;1;0;0;0
28;29/08/2020;0;0;0;0
29;29/08/2020;0;0;0;0
2A;29/08/2020;0;0;0;0
2B;29/08/2020;0;0;0;0
30;29/08/2020;1;0;0;0
31;29/08/2020;3;0;1;3
32;29/08/2020;2;0;0;0
33;29/08/2020;5;0;0;3
34;29/08/2020;5;0;0;2
35;29/08/2020;0;0;0;0
36;29/08/2020;0;0;0;3
37;29/08/2020;0;0;0;0
38;29/08/2020;0;0;0;0
39;29/08/2020;0;0;0;0
40;29/08/2020;0;0;0;0
41;29/08/2020;0;0;0;0
42;29/08/2020;1;0;0;0
43;29/08/2020;0;0;0;0
44;29/08/2020;0;0;0;0
45;29/08/2020;0;0;0;0
46;29/08/2020;0;0;0;0
47;29/08/2020;0;0;0;1
48;29/08/2020;0;0;0;0
49;29/08/2020;0;0;0;0
50;29/08/2020;0;0;0;0
51;29/08/2020;0;0;0;0
52;29/08/2020;0;0;0;0
53;29/08/2020;0;0;0;1
54;29/08/2020;0;0;0;0
55;29/08/2020;0;0;0;0
56;29/08/2020;0;0;0;3
57;29/08/2020;2;0;0;0
58;29/08/2020;0;0;0;0
59;29/08/2020;5;1;0;5
60;29/08/2020;0;0;0;0
61;29/08/2020;0;0;0;0
62;29/08/2020;0;0;0;0
63;29/08/2020;0;0;0;0
64;29/08/2020;0;0;0;0
65;29/08/2020;0;0;0;0
66;29/08/2020;0;0;0;1
67;29/08/2020;0;1;1;3
68;29/08/2020;3;1;0;2
69;29/08/2020;10;4;0;13
70;29/08/2020;0;0;0;0
71;29/08/2020;0;0;0;0
72;29/08/2020;1;0;0;0
73;29/08/2020;0;0;0;0
74;29/08/2020;0;0;0;0
75;29/08/2020;5;0;1;5
76;29/08/2020;0;0;0;0
77;29/08/2020;0;0;0;5
78;29/08/2020;5;0;0;9
79;29/08/2020;1;0;0;0
80;29/08/2020;0;0;0;0
81;29/08/2020;0;0;0;0
82;29/08/2020;0;1;0;0
83;29/08/2020;3;0;0;0
84;29/08/2020;0;0;0;0
85;29/08/2020;0;0;0;0
86;29/08/2020;0;0;0;1
87;29/08/2020;0;0;0;0
88;29/08/2020;0;0;0;0
89;29/08/2020;0;0;0;0
90;29/08/2020;0;0;0;0
91;29/08/2020;3;2;0;0
92;29/08/2020;4;1;0;5
93;29/08/2020;6;2;0;4
94;29/08/2020;2;2;0;2
95;29/08/2020;4;1;0;7
971;29/08/2020;7;6;1;2
972;29/08/2020;0;0;0;0
973;29/08/2020;10;0;0;16
974;29/08/2020;6;3;1;4
976;29/08/2020;0;0;0;0
1;30/08/2020;0;0;0;0
2;30/08/2020;1;0;0;1
3;30/08/2020;0;0;0;0
4;30/08/2020;0;0;0;0
5;30/08/2020;0;0;0;0
6;30/08/2020;0;0;0;1
7;30/08/2020;0;0;0;0
8;30/08/2020;0;0;0;0
9;30/08/2020;0;0;0;0
10;30/08/2020;0;0;0;0
11;30/08/2020;0;0;0;0
12;30/08/2020;0;0;0;0
13;30/08/2020;1;0;1;0
14;30/08/2020;0;0;0;0
15;30/08/2020;0;0;0;0
16;30/08/2020;0;0;0;0
17;30/08/2020;1;0;0;0
18;30/08/2020;0;0;0;0
19;30/08/2020;0;0;0;0
21;30/08/2020;0;0;0;0
22;30/08/2020;0;0;0;0
23;30/08/2020;0;0;0;0
24;30/08/2020;0;0;0;0
25;30/08/2020;0;0;0;0
26;30/08/2020;0;0;0;0
27;30/08/2020;0;0;0;0
28;30/08/2020;0;0;0;0
29;30/08/2020;0;0;0;0
2A;30/08/2020;0;0;0;0
2B;30/08/2020;0;0;0;0
30;30/08/2020;0;0;0;0
31;30/08/2020;2;0;0;0
32;30/08/2020;0;0;0;0
33;30/08/2020;5;1;0;1
34;30/08/2020;1;0;0;0
35;30/08/2020;1;0;0;0
36;30/08/2020;0;0;0;0
37;30/08/2020;0;0;0;0
38;30/08/2020;0;0;0;0
39;30/08/2020;0;0;0;0
40;30/08/2020;0;0;0;0
41;30/08/2020;0;0;0;0
42;30/08/2020;0;0;0;0
43;30/08/2020;0;0;0;0
44;30/08/2020;0;0;0;0
45;30/08/2020;0;0;0;0
46;30/08/2020;0;0;0;0
47;30/08/2020;1;0;0;0
48;30/08/2020;0;0;0;0
49;30/08/2020;0;0;0;0
50;30/08/2020;1;0;0;0
51;30/08/2020;0;0;0;0
52;30/08/2020;0;0;0;0
53;30/08/2020;0;0;0;0
54;30/08/2020;0;0;0;0
55;30/08/2020;0;0;0;0
56;30/08/2020;0;0;0;0
57;30/08/2020;0;0;0;0
58;30/08/2020;0;0;0;0
59;30/08/2020;0;0;0;0
60;30/08/2020;0;0;0;0
61;30/08/2020;0;0;0;0
62;30/08/2020;0;0;0;0
63;30/08/2020;0;0;0;0
64;30/08/2020;0;0;0;0
65;30/08/2020;0;0;0;0
66;30/08/2020;0;0;0;0
67;30/08/2020;0;0;0;0
68;30/08/2020;0;0;0;0
69;30/08/2020;2;1;0;1
70;30/08/2020;0;0;0;0
71;30/08/2020;0;0;0;0
72;30/08/2020;0;0;0;0
73;30/08/2020;0;0;0;0
74;30/08/2020;0;0;0;0
75;30/08/2020;0;0;0;0
76;30/08/2020;0;0;0;0
77;30/08/2020;1;1;0;0
78;30/08/2020;0;0;0;0
79;30/08/2020;0;0;0;0
80;30/08/2020;0;0;0;0
81;30/08/2020;0;0;0;1
82;30/08/2020;0;0;0;0
83;30/08/2020;0;0;0;0
84;30/08/2020;0;0;0;0
85;30/08/2020;0;0;0;0
86;30/08/2020;0;0;0;0
87;30/08/2020;0;0;0;0
88;30/08/2020;0;0;0;0
89;30/08/2020;0;0;0;0
90;30/08/2020;0;0;0;0
91;30/08/2020;0;0;0;0
92;30/08/2020;0;0;1;1
93;30/08/2020;0;0;1;2
94;30/08/2020;1;0;0;0
95;30/08/2020;0;0;0;0
971;30/08/2020;0;0;0;0
972;30/08/2020;0;0;0;0
973;30/08/2020;0;0;0;0
974;30/08/2020;5;2;1;5
976;30/08/2020;0;0;0;0
1;31/08/2020;0;0;0;0
2;31/08/2020;0;0;0;2
3;31/08/2020;0;0;0;0
4;31/08/2020;1;0;0;0
5;31/08/2020;0;0;0;0
6;31/08/2020;13;3;0;8
7;31/08/2020;2;0;0;2
8;31/08/2020;2;0;0;1
9;31/08/2020;0;0;0;0
10;31/08/2020;0;0;0;3
11;31/08/2020;0;0;0;0
12;31/08/2020;2;0;0;0
13;31/08/2020;51;8;2;8
14;31/08/2020;0;0;0;0
15;31/08/2020;1;1;0;0
16;31/08/2020;0;0;0;0
17;31/08/2020;0;0;0;0
18;31/08/2020;0;0;0;0
19;31/08/2020;1;0;0;1
21;31/08/2020;0;0;0;0
22;31/08/2020;0;0;0;0
23;31/08/2020;0;0;0;1
24;31/08/2020;1;0;0;0
25;31/08/2020;0;0;0;0
26;31/08/2020;0;0;0;1
27;31/08/2020;0;0;0;0
28;31/08/2020;1;0;0;4
29;31/08/2020;1;0;0;0
2A;31/08/2020;0;0;0;0
2B;31/08/2020;2;1;0;0
30;31/08/2020;0;0;0;0
31;31/08/2020;6;1;3;2
32;31/08/2020;0;1;0;1
33;31/08/2020;5;2;1;1
34;31/08/2020;15;2;1;8
35;31/08/2020;2;1;0;3
36;31/08/2020;0;0;0;0
37;31/08/2020;0;0;0;0
38;31/08/2020;2;2;0;3
39;31/08/2020;0;0;0;0
40;31/08/2020;0;0;0;0
41;31/08/2020;1;0;0;0
42;31/08/2020;1;0;0;4
43;31/08/2020;0;0;0;0
44;31/08/2020;1;0;0;1
45;31/08/2020;0;0;0;2
46;31/08/2020;0;0;0;0
47;31/08/2020;0;0;0;1
48;31/08/2020;0;0;0;0
49;31/08/2020;4;2;0;4
50;31/08/2020;0;0;0;1
51;31/08/2020;2;1;1;2
52;31/08/2020;0;0;0;0
53;31/08/2020;1;0;0;0
54;31/08/2020;3;0;0;2
55;31/08/2020;0;0;0;0
56;31/08/2020;0;0;0;1
57;31/08/2020;1;0;0;2
58;31/08/2020;0;0;0;0
59;31/08/2020;2;0;2;7
60;31/08/2020;0;0;0;0
61;31/08/2020;0;0;0;0
62;31/08/2020;2;0;0;1
63;31/08/2020;5;0;0;0
64;31/08/2020;4;0;0;1
65;31/08/2020;0;0;0;0
66;31/08/2020;2;0;0;0
67;31/08/2020;2;1;0;2
68;31/08/2020;1;0;2;6
69;31/08/2020;19;5;1;8
70;31/08/2020;0;0;0;0
71;31/08/2020;0;1;0;0
72;31/08/2020;6;1;0;2
73;31/08/2020;0;0;0;0
74;31/08/2020;3;1;0;1
75;31/08/2020;8;3;3;4
76;31/08/2020;1;0;0;1
77;31/08/2020;0;0;0;0
78;31/08/2020;4;1;1;5
79;31/08/2020;0;0;0;0
80;31/08/2020;0;0;0;0
81;31/08/2020;0;0;0;0
82;31/08/2020;0;0;0;0
83;31/08/2020;7;0;0;7
84;31/08/2020;3;0;2;0
85;31/08/2020;0;0;0;3
86;31/08/2020;0;0;0;0
87;31/08/2020;2;0;0;0
88;31/08/2020;0;0;0;0
89;31/08/2020;1;0;0;1
90;31/08/2020;0;0;0;0
91;31/08/2020;10;1;2;9
92;31/08/2020;10;3;2;9
93;31/08/2020;9;1;0;6
94;31/08/2020;3;1;1;5
95;31/08/2020;2;0;2;3
971;31/08/2020;0;0;0;0
972;31/08/2020;0;0;1;0
973;31/08/2020;17;0;1;11
974;31/08/2020;6;0;1;1
976;31/08/2020;3;1;0;1
1;01/09/2020;0;0;1;0
2;01/09/2020;1;0;0;1
3;01/09/2020;0;0;0;0
4;01/09/2020;2;0;0;1
5;01/09/2020;1;0;0;0
6;01/09/2020;3;0;0;4
7;01/09/2020;1;0;0;1
8;01/09/2020;0;0;0;0
9;01/09/2020;0;0;0;0
10;01/09/2020;0;0;0;2
11;01/09/2020;2;0;0;0
12;01/09/2020;0;0;0;0
13;01/09/2020;39;12;2;46
14;01/09/2020;0;0;0;0
15;01/09/2020;0;0;0;0
16;01/09/2020;0;0;0;0
17;01/09/2020;0;0;0;0
18;01/09/2020;1;0;0;1
19;01/09/2020;0;0;0;1
21;01/09/2020;1;0;0;0
22;01/09/2020;0;0;0;0
23;01/09/2020;0;0;0;0
24;01/09/2020;1;1;0;0
25;01/09/2020;0;0;0;0
26;01/09/2020;0;0;0;0
27;01/09/2020;0;0;0;0
28;01/09/2020;0;0;0;0
29;01/09/2020;0;0;0;0
2A;01/09/2020;0;0;0;0
2B;01/09/2020;1;0;0;1
30;01/09/2020;2;1;1;2
31;01/09/2020;8;2;0;1
32;01/09/2020;1;1;0;1
33;01/09/2020;13;1;0;12
34;01/09/2020;4;1;0;3
35;01/09/2020;2;1;0;0
36;01/09/2020;0;0;0;0
37;01/09/2020;0;0;0;1
38;01/09/2020;6;2;0;5
39;01/09/2020;0;0;0;0
40;01/09/2020;0;0;0;0
41;01/09/2020;2;0;0;0
42;01/09/2020;2;0;0;0
43;01/09/2020;0;0;0;0
44;01/09/2020;1;0;0;3
45;01/09/2020;7;1;0;2
46;01/09/2020;0;0;0;0
47;01/09/2020;0;0;0;0
48;01/09/2020;0;0;0;0
49;01/09/2020;6;2;0;2
50;01/09/2020;1;0;0;2
51;01/09/2020;0;0;0;0
52;01/09/2020;0;0;0;0
53;01/09/2020;0;0;0;1
54;01/09/2020;11;0;1;7
55;01/09/2020;1;0;0;0
56;01/09/2020;0;0;0;0
57;01/09/2020;4;1;0;4
58;01/09/2020;0;0;0;0
59;01/09/2020;9;0;1;8
60;01/09/2020;2;0;1;3
61;01/09/2020;0;0;1;3
62;01/09/2020;2;1;0;2
63;01/09/2020;0;0;0;0
64;01/09/2020;1;1;0;0
65;01/09/2020;0;0;0;0
66;01/09/2020;1;0;0;2
67;01/09/2020;1;0;0;1
68;01/09/2020;3;1;0;5
69;01/09/2020;28;4;0;21
70;01/09/2020;0;0;0;0
71;01/09/2020;0;0;0;1
72;01/09/2020;0;0;0;0
73;01/09/2020;2;0;0;0
74;01/09/2020;1;0;0;0
75;01/09/2020;21;3;3;12
76;01/09/2020;3;0;0;1
77;01/09/2020;7;3;0;8
78;01/09/2020;2;0;0;2
79;01/09/2020;0;0;0;0
80;01/09/2020;0;0;0;3
81;01/09/2020;0;0;0;2
82;01/09/2020;0;0;0;0
83;01/09/2020;5;1;0;3
84;01/09/2020;3;0;0;2
85;01/09/2020;0;0;0;1
86;01/09/2020;1;0;0;2
87;01/09/2020;1;1;0;0
88;01/09/2020;2;0;0;2
89;01/09/2020;0;0;0;2
90;01/09/2020;0;1;0;0
91;01/09/2020;4;0;0;4
92;01/09/2020;9;0;1;6
93;01/09/2020;9;2;0;6
94;01/09/2020;9;1;1;8
95;01/09/2020;10;2;1;6
971;01/09/2020;8;4;4;3
972;01/09/2020;3;0;0;1
973;01/09/2020;22;1;1;19
974;01/09/2020;7;1;0;7
976;01/09/2020;0;1;0;2
1;02/09/2020;1;0;0;0
2;02/09/2020;0;0;0;0
3;02/09/2020;1;0;0;1
4;02/09/2020;0;0;0;0
5;02/09/2020;0;0;0;0
6;02/09/2020;22;3;0;7
7;02/09/2020;0;0;0;0
8;02/09/2020;0;0;0;0
9;02/09/2020;0;0;0;0
10;02/09/2020;0;0;0;0
11;02/09/2020;1;0;0;0
12;02/09/2020;2;0;0;0
13;02/09/2020;49;8;0;29
14;02/09/2020;0;0;0;0
15;02/09/2020;0;0;0;0
16;02/09/2020;0;0;0;0
17;02/09/2020;1;0;0;1
18;02/09/2020;0;0;0;0
19;02/09/2020;0;0;0;0
21;02/09/2020;2;0;0;0
22;02/09/2020;1;0;0;0
23;02/09/2020;0;0;0;0
24;02/09/2020;0;0;0;1
25;02/09/2020;1;0;0;2
26;02/09/2020;2;0;0;2
27;02/09/2020;0;1;0;0
28;02/09/2020;2;0;0;0
29;02/09/2020;0;0;0;0
2A;02/09/2020;0;0;0;0
2B;02/09/2020;0;0;0;0
30;02/09/2020;1;0;0;0
31;02/09/2020;13;4;0;10
32;02/09/2020;0;0;0;0
33;02/09/2020;2;1;1;3
34;02/09/2020;5;2;0;8
35;02/09/2020;0;0;0;0
36;02/09/2020;0;0;0;1
37;02/09/2020;0;0;0;0
38;02/09/2020;4;0;0;4
39;02/09/2020;0;0;0;0
40;02/09/2020;0;0;0;0
41;02/09/2020;1;0;0;0
42;02/09/2020;2;0;1;2
43;02/09/2020;0;0;0;0
44;02/09/2020;1;0;0;2
45;02/09/2020;3;2;0;1
46;02/09/2020;0;0;0;0
47;02/09/2020;0;0;0;0
48;02/09/2020;1;0;0;0
49;02/09/2020;0;1;0;2
50;02/09/2020;0;0;0;0
51;02/09/2020;0;0;0;0
52;02/09/2020;0;0;0;0
53;02/09/2020;0;1;0;5
54;02/09/2020;4;0;1;3
55;02/09/2020;0;0;0;0
56;02/09/2020;0;0;0;1
57;02/09/2020;0;0;1;0
